No,Activated,Brand,Ti,Al,Zr,Mo,V,Ta,Nb,Cr,Fe,Sn,Sys,FirstAppearinLine,CompNum,Produce_Lab,Produce_Factory,InitStat,Deform,DeformTemp_C,DeformRate,HT1,HT1Temp_C,HT1Time_h,Cool1,HT2,HT2Temp_C,HT2Time_h,Cool2,YM,HV,UTS,YS,El,均匀延伸率 (%),断面收缩率(%),断裂韧性KIC（MPa.m12）,应力腐蚀断裂韧性KISCC（MPa·m12）,夏比冲击吸收功KU2（J）,夏比冲击韧性值aku2（Jcm2）,夏比冲击吸收功KV2（J）,夏比冲击韧性值akV2（Jcm2）,（其他）,reference_id (文献数据标记doi；实验数据标记人员姓名),文献名称,文献序号,汇总信息人员姓名,序号,核对人员姓名,备注
73,1,,78.16,0,15.38,0,0,0,2.52,0,0,3.94,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,,,,,,,,,,,,,,,,,万鑫泉,,,
140,1,,73.05,0,4.49,0,0,0,21.09,0,0,1.37,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.2,,,,,,,,,,,,,,,,,万鑫泉,,,
161,1,,76.47,0,5.88,0,0,0,11.78,0,0,5.87,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,,,,,,,,,,,,,,,,,万鑫泉,,,
163,1,,72.22,0,5.56,0,0,0,16.66,0,0,5.56,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,,,,,,,,,,,,,,,,,万鑫泉,,,
164,1,,66.67,0,11.11,0,0,0,16.66,0,0,5.56,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,,,,,,,,,,,,,,,,,万鑫泉,,,
167,1,,72.22,0,5.56,0,0,0,16.66,0,0,5.56,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,,,,,,,,,,,,,,,,,万鑫泉,,,
168,1,,66.67,0,11.11,0,0,0,16.66,0,0,5.56,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,,,,,,,,,,,,,,,,,万鑫泉,,,
169,1,,72.22,0,5.56,0,0,0,16.66,0,0,5.56,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,,,,,,,,,,,,,,,,,万鑫泉,,,
177,1,,66.67,0,11.11,0,0,0,16.66,0,0,5.56,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,,,,,,,,,,,,,,,,,万鑫泉,,,
190,1,,76,0,2.64,0,0,0,15.53,0,0,5.83,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,,,,,,,,,,,,,,,,,万鑫泉,,,
191,1,,75.54,0,5.24,0,0,0,15.44,0,0,3.78,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,,,,,,,,,,,,,,,,,万鑫泉,,,
192,1,,77.14,0,2.59,0,0,0,16.53,0,0,3.74,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,,,,,,,,,,万鑫泉,,,
193,1,,74.4,0,2.66,0,0,0,17.04,0,0,5.9,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,,,,,,,,,,,,,,,,,万鑫泉,,,
194,1,,79.1,0,2.57,0,0,0,12.64,0,0,5.69,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,,,,,,,,,,,,,,,,,万鑫泉,,,
195,1,,80.16,0,2.53,0,0,0,13.66,0,0,3.65,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,,,,,,,,,,万鑫泉,,,
196,1,,79.73,0,2.52,0,0,0,16.06,0,0,1.69,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,,,,,,,,,,,,,,,,,万鑫泉,,,
197,1,,81.62,0,2.5,0,0,0,12.28,0,0,3.6,Ti-Zr-Nb-Sn,551,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73,,,,,,,,,,,,,,,,,万鑫泉,,,
138,1,,58,0,6,5,0,0,31,0,0,0,Ti-Zr-Mo-Nb,609,4,1,0,2,1,600,75,0,0,0,0,0,0,0,0,,,672,,26.7,,,,,,,,,,10.1016j.msec.2015.12.076,Development of a new β Ti alloy with low modulus and favorable plasticity for implant material,23,刘雨佳,138,,
139,1,,58,0,6,5,0,0,31,0,0,0,Ti-Zr-Mo-Nb,609,4,1,0,2,1,600,75,1,800,0.5,1,1,300,2,1,,,747,,20.6,,,,,,,,,,10.1016j.msec.2015.12.076,Development of a new β Ti alloy with low modulus and favorable plasticity for implant material,23,刘雨佳,139,,
63,1,,60,0,4,5,0,0,31,0,0,0,Ti-Zr-Mo-Nb,609,4,1,0,2,1,600,75,0,0,0,0,0,0,0,0,,,672,,26.7,,,,,,,,,,10.1016j.msec.2015.12.076,Development of a new <a6><c2> Ti alloy with low modulus and favorable plasticity for implant material,12,石欣逾,63,,
64,1,,60,0,4,5,0,0,31,0,0,0,Ti-Zr-Mo-Nb,609,4,1,0,2,1,600,75,1,800,0.5,1,1,300,2,2,,,747,,20.6,,,,,,,,,,10.1016j.msec.2015.12.077,Development of a new <a6><c3> Ti alloy with low modulus and favorable plasticity for implant material,12,石欣逾,64,,
367,1,,69.51,0,8.11,5.14,0,0,17.24,0,0,0,Ti-Zr-Mo-Nb,609,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,66.6,,,754.7,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,367,袁睿豪,367,,
477,1,,51.71,0,29.08,1.46,0,0,17.76,0,0,0,Ti-Zr-Mo-Nb,609,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,64.2,,,714,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,477,袁睿豪,477,,
485,1,,82.13,0,3.96,7.98,0,0,5.93,0,0,0,Ti-Zr-Mo-Nb,609,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,72,,,899,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,485,袁睿豪,485,,
486,1,,84.11,0,2.97,7.98,0,0,4.94,0,0,0,Ti-Zr-Mo-Nb,609,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,69,,,947,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,486,袁睿豪,486,,
487,1,,84.04,0,5.02,7.98,0,0,2.96,0,0,0,Ti-Zr-Mo-Nb,609,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,52,,,483,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,487,袁睿豪,487,,
6,1,,81.1,0,6.3,6.3,0,0,6.3,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,,,,,,,,,,,,,,,,,万鑫泉,,,
7,1,,74.9,0,12.5,6.3,0,0,6.3,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,,,,,,,,,,,,,,,,,万鑫泉,,,
8,1,,68.7,0,18.7,6.3,0,0,6.3,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,,,,,,,,,,,,,,,,,万鑫泉,,,
25,1,,69,0,10.1,10.6,0,0,10.3,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,,,,,,,,,,,,,,,,,万鑫泉,,,
26,1,,60.8,0,19.3,10.1,0,0,9.8,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,,,,,,,,,,,,,,,,,万鑫泉,,,
27,1,,63.3,0,17.7,9.6,0,0,9.4,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,,,,,,,,,,,,,,,,,万鑫泉,,,
32,1,,62.5,0,9.2,9.6,0,0,18.7,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,,,,,,,,,,,,,,,,,万鑫泉,,,
33,1,,55.3,0,17.6,9.2,0,0,17.9,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,,,,,,,,,,,,,,,,,万鑫泉,,,
40,1,,57.2,0,8.4,8.8,0,0,25.6,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,,,,,,,,,,,,,,,,,万鑫泉,,,
41,1,,50.8,0,16.1,8.5,0,0,24.6,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,,,,,,,,,,,,,,,,,万鑫泉,,,
131,1,,38.5,0,38.5,8,0,0,15,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96,,,,,,,,,,,,,,,,,万鑫泉,,,
132,1,,37.5,0,37.5,10,0,0,15,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,,,,,,,,,,,,,,,,,万鑫泉,,,
133,1,,36,0,36,13,0,0,15,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,万鑫泉,,,
134,1,,35,0,35,15,0,0,15,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105,,,,,,,,,,,,,,,,,万鑫泉,,,
203,1,,71.93,0,9.93,1.89,0,0,16.25,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,,,,,,,,,,,,,,,,,万鑫泉,,,
206,1,,84.72,0,3,3.43,0,0,8.85,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84,,,,,,,,,,,,,,,,,万鑫泉,,,
207,1,,79.76,0,3.13,1.78,0,0,15.33,0,0,0,Ti-Zr-Mo-Nb,609,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,,,,,,,,,,,,,,,,,万鑫泉,,,
140,1,,69,0,0,2,0,0,25,0,0,4,Ti-Mo-Nb-Sn,635,4,1,0,2,1,20,70,0,0,0,0,0,0,0,0,,,813,,5.22,,,,,,,,,,10.1007s11661-012-1324-0,A Novel Metastable Ti-25Nb-2Mo-4Sn Alloy with High Strength and Low Young’s Modulus,24,刘雨佳,140,,
141,1,,69,0,0,2,0,0,25,0,0,4,Ti-Mo-Nb-Sn,635,4,1,0,2,1,20,70,1,475,0.25,1,0,0,0,0,,,1113,,3.62,,,,,,,,,,10.1007s11661-012-1324-0,A Novel Metastable Ti-25Nb-2Mo-4Sn Alloy with High Strength and Low Young’s Modulus,24,刘雨佳,141,,
368,1,,78.72,0,0,0.6,0,0,18.72,0,0,1.95,Ti-Mo-Nb-Sn,635,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,46,,,130,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,368,袁睿豪,368,,
478,1,,78.72,0,0,0.6,0,0,18.72,0,0,1.95,Ti-Mo-Nb-Sn,635,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,45,,,220,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,478,袁睿豪,478,,
374,1,,81.67,0,0,1.18,0,0,15.24,0,0,1.91,Ti-Mo-Nb-Sn,635,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,53.1,,,361,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,374,袁睿豪,374,,
31,1,,69.6,0,0,4.9,0,0,19.4,0,0,6.1,Ti-Mo-Nb-Sn,635,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,,,,,,,,,,,,,,,,,万鑫泉,,,
162,1,,82.35,0,0,2.94,0,0,11.78,0,0,2.93,Ti-Mo-Nb-Sn,635,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,,,,,,,,,,,,,,,,,万鑫泉,,,
166,1,,82.35,0,0,2.94,0,0,11.76,0,0,2.95,Ti-Mo-Nb-Sn,635,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,,,,,,,,,,,,,,,,,万鑫泉,,,
188,1,,85.5,0,0,4,0,0,7.5,0,0,3,Ti-Mo-Nb-Sn,635,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,,,,,,,,,,,,,,,,,万鑫泉,,,
189,1,,84.5,0,0,4,0,0,7.5,0,0,4,Ti-Mo-Nb-Sn,635,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87,,,,,,,,,,,,,,,,,万鑫泉,,,
169,1,,70,0,0,0,0,0,26,0,2,2,Ti-Nb-Fe-Sn,645,4,1,0,2,1,20,84,1,800,1,1,0,0,0,0,,,679,,25.04,,,,,,,,,,10.1007s10853-022-06984-5,"Microstructure, mechanical properties, and cytotoxicity of low Young’s modulus Ti–Nb–Fe–Sn alloys",30,刘雨佳,169,,
170,1,,68,0,0,0,0,0,26,0,2,4,Ti-Nb-Fe-Sn,645,4,1,0,2,1,20,84,1,800,1,1,0,0,0,0,,,622,,19.16,,,,,,,,,,10.1007s10853-022-06984-5,"Microstructure, mechanical properties, and cytotoxicity of low Young’s modulus Ti–Nb–Fe–Sn alloys",30,刘雨佳,170,,
171,1,,66,0,0,0,0,0,26,0,2,6,Ti-Nb-Fe-Sn,645,4,1,0,2,1,20,84,1,800,1,1,0,0,0,0,,,577,,28.81,,,,,,,,,,10.1007s10853-022-06984-5,"Microstructure, mechanical properties, and cytotoxicity of low Young’s modulus Ti–Nb–Fe–Sn alloys",30,刘雨佳,171,,
172,1,,64,0,0,0,0,0,26,0,2,8,Ti-Nb-Fe-Sn,645,4,1,0,2,1,20,84,1,800,1,1,0,0,0,0,,,582,,23.83,,,,,,,,,,10.1007s10853-022-06984-5,"Microstructure, mechanical properties, and cytotoxicity of low Young’s modulus Ti–Nb–Fe–Sn alloys",30,刘雨佳,172,,
91,1,,70,0,0,0,0,0,26,0,2,2,Ti-Nb-Fe-Sn,645,4,1,0,2,1,20,84,1,800,1,1,0,0,0,0,,,679,,25.15,,,,,,,,,,10.1007s10853-022-06984-6,Relationship between various deformation-induced products and mechanical properties in metastable Ti<a8>C30Zr<a12>CMo alloys for biomedical applications,20,石欣逾,91,,
92,1,,68,0,0,0,0,0,26,0,2,4,Ti-Nb-Fe-Sn,645,4,1,0,2,1,20,84,1,800,1,1,0,0,0,0,,,622,,19.04,,,,,,,,,,10.1007s10853-022-06984-7,Relationship between various deformation-induced products and mechanical properties in metastable Ti<a8>C30Zr<a13>CMo alloys for biomedical applications,20,石欣逾,92,,
93,1,,66,0,0,0,0,0,26,0,2,6,Ti-Nb-Fe-Sn,645,4,1,0,2,1,20,84,1,800,1,1,0,0,0,0,,,577,,28.77,,,,,,,,,,10.1007s10853-022-06984-8,Relationship between various deformation-induced products and mechanical properties in metastable Ti<a8>C30Zr<a14>CMo alloys for biomedical applications,20,石欣逾,93,,
94,1,,64,0,0,0,0,0,26,0,2,8,Ti-Nb-Fe-Sn,645,4,1,0,2,1,20,84,1,800,1,1,0,0,0,0,,,582,,23.78,,,,,,,,,,10.1007s10853-022-06984-9,Relationship between various deformation-induced products and mechanical properties in metastable Ti<a8>C30Zr<a15>CMo alloys for biomedical applications,20,石欣逾,94,,
335,1,,83.76,0,0,0,0,0,11,0,2.56,2.68,Ti-Nb-Fe-Sn,645,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,71,,,765,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,335,袁睿豪,335,,
174,1,,87.5,5,0,5,0,0,0,0,0,2.5,Ti-Al-Mo-Sn,654,4,1,0,1,0,0,0,1,1000,1,3,0,0,0,0,,,1016,,5.8,,,,,,,,,,10.1016j.jallcom.2024.175752,Mechanical properties and corrosion resistance improvement of TiAlSnMo alloys via Mo addition,31,刘雨佳,174,,
175,1,,82.5,5,0,10,0,0,0,0,0,2.5,Ti-Al-Mo-Sn,654,4,1,0,1,0,0,0,1,1000,1,3,0,0,0,0,,,1260,,8.4,,,,,,,,,,10.1016j.jallcom.2024.175752,Mechanical properties and corrosion resistance improvement of TiAlSnMo alloys via Mo addition,31,刘雨佳,175,,
176,1,,77.5,5,0,15,0,0,0,0,0,2.5,Ti-Al-Mo-Sn,654,4,1,0,1,0,0,0,1,1000,1,3,0,0,0,0,,,724,,9.3,,,,,,,,,,10.1016j.jallcom.2024.175752,Mechanical properties and corrosion resistance improvement of TiAlSnMo alloys via Mo addition,31,刘雨佳,176,,
99,1,,87.5,5,0,5,0,0,0,0,0,2.5,Ti-Al-Mo-Sn,654,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,342,1016,966,5.8,,,,,,,,,,10.1016j.jallcom.2024.175753,Mechanical properties and corrosion resistance improvement of TiAlSnMo alloys via Mo addition - ScienceDirect,22,石欣逾,99,,
100,1,,82.5,5,0,10,0,0,0,0,0,2.5,Ti-Al-Mo-Sn,654,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,388,1260,1198,8.4,,,,,,,,,,10.1016j.jallcom.2024.175754,Mechanical properties and corrosion resistance improvement of TiAlSnMo alloys via Mo addition - ScienceDirect,22,石欣逾,100,,
101,1,,77.5,5,0,15,0,0,0,0,0,2.5,Ti-Al-Mo-Sn,654,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,275,724,711,9.3,,,,,,,,,,10.1016j.jallcom.2024.175755,Mechanical properties and corrosion resistance improvement of TiAlSnMo alloys via Mo addition - ScienceDirect,22,石欣逾,101,,
177,1,,90.1,7.1,1.6,0,1.2,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,787.75,,13.42,,,,,,,,,,10.1007s41230-023-2071-0,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas,32,刘雨佳,177,,
178,1,,87.9,6.8,2.9,0,2.4,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,840.86,,10.41,,,,,,,,,,10.1007s41230-023-2071-0,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas,32,刘雨佳,178,,
179,1,,85.8,6.5,4.2,0,3.5,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,963.77,,7.18,,,,,,,,,,10.1007s41230-023-2071-0,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas,32,刘雨佳,179,,
180,1,,83.6,6.2,5.6,0,4.6,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1070.49,,5.13,,,,,,,,,,10.1007s41230-023-2071-0,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas,32,刘雨佳,180,,
181,1,,81.6,5.9,6.8,0,5.7,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1193.4,,1.79,,,,,,,,,,10.1007s41230-023-2071-0,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas,32,刘雨佳,181,,
182,1,,79.5,5.6,8.1,0,6.8,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1293,,2.01,,,,,,,,,,10.1007s41230-023-2071-0,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas,32,刘雨佳,182,,
183,1,,77.6,5.3,9.3,0,7.8,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1253.07,,4.79,,,,,,,,,,10.1007s41230-023-2071-0,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas,32,刘雨佳,183,,
102,1,,90.1,7.1,1.6,0,1.2,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,787.75,,14,,,,,,,,,,10.1007s41230-023-2071-0,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas | China Foundry (springer.com),23,石欣逾,102,,
103,1,,87.9,6.8,2.9,0,2.4,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,840.86,,10.44,,,,,,,,,,10.1007s41230-023-2071-1,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas | China Foundry (springer.com),23,石欣逾,103,,
104,1,,85.8,6.5,4.2,0,3.5,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,963.77,,7.2,,,,,,,,,,10.1007s41230-023-2071-2,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas | China Foundry (springer.com),23,石欣逾,104,,
105,1,,83.6,6.2,5.6,0,4.6,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,1070.49,,5.24,,,,,,,,,,10.1007s41230-023-2071-3,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas | China Foundry (springer.com),23,石欣逾,105,,
106,1,,81.6,5.9,6.8,0,5.7,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,1193.4,,1.81,,,,,,,,,,10.1007s41230-023-2071-4,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas | China Foundry (springer.com),23,石欣逾,106,,
107,1,,79.5,5.6,8.1,0,6.8,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,1293,,2,,,,,,,,,,10.1007s41230-023-2071-5,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas | China Foundry (springer.com),23,石欣逾,107,,
108,1,,77.6,5.3,9.3,0,7.8,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,1253.07,,4.63,,,,,,,,,,10.1007s41230-023-2071-6,High-strength Ti-Al-V-Zr cast alloys designed using α and β cluster formulas | China Foundry (springer.com),23,石欣逾,108,,
397,1,,69.33,9.92,17.6,0,3.15,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,2,0,0,0,0,97,,,1181,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,397,袁睿豪,397,,
413,1,,57.69,10.89,30.27,0,1.15,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,72,,,740,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,413,袁睿豪,413,,
414,1,,56.22,10.84,29.5,0,3.45,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,68,,,690,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,414,袁睿豪,414,,
415,1,,54.76,10.79,28.73,0,5.72,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,73,,,955,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,415,袁睿豪,415,,
416,1,,53.31,10.75,27.97,0,7.97,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,81,,,1065,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,416,袁睿豪,416,,
13,1,,89.02,5.07,2.95,0,2.96,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,1,700,1,2,0,0,0,0,,,904.977,832.579,17.3749,,,,,,,,,,,收集于西工大硕博论文，未公开,13,袁睿豪,13,,
14,1,,89.02,5.07,2.95,0,2.96,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,1,750,1,2,0,0,0,0,,,839.367,744.344,18.2795,,,,,,,,,,,收集于西工大硕博论文，未公开,14,袁睿豪,14,,
15,1,,89.02,5.07,2.95,0,2.96,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,1,800,1,2,0,0,0,0,,,823.529,721.719,18.3412,,,,,,,,,,,收集于西工大硕博论文，未公开,15,袁睿豪,15,,
16,1,,89.02,5.07,2.95,0,2.96,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,1,900,1,2,0,0,0,0,,,841.629,721.719,18.2246,,,,,,,,,,,收集于西工大硕博论文，未公开,16,袁睿豪,16,,
17,1,,89.02,5.07,2.95,0,2.96,0,0,0,0,0,Ti-Al-Zr-V,660,4,1,0,1,0,0,0,1,950,1,2,0,0,0,0,,,837.104,676.471,14.2483,,,,,,,,,,,收集于西工大硕博论文，未公开,17,袁睿豪,17,,
87,1,,64,1,30,5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,762,,18.32,,,,,,,,,,10.1016j.jmbbm.2011.06.020,Relationship between various deformation-induced products and mechanical properties in metastable Ti<a8>C30Zr<a8>CMo alloys for biomedical applications,19,石欣逾,87,,
88,1,,62,2,30,6,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,723,,33.32,,,,,,,,,,10.1016j.jmbbm.2011.06.021,Relationship between various deformation-induced products and mechanical properties in metastable Ti<a8>C30Zr<a9>CMo alloys for biomedical applications,19,石欣逾,88,,
89,1,,60,3,30,7,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,782,,18.85,,,,,,,,,,10.1016j.jmbbm.2011.06.022,Relationship between various deformation-induced products and mechanical properties in metastable Ti<a8>C30Zr<a10>CMo alloys for biomedical applications,19,石欣逾,89,,
113,1,,93,3,3,1,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,0,1,3,0,0,0,1,960,1,3,0,0,0,0,,,604,501,12,22,,,,,,,100,,,High impact toughness of CT20 alloy induced by multi-factor coupling,28,常海峰,High impact toughness of CT20 alloy induced by multi-factor coupling,张闫,ct20
114,1,,93,3,3,1,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,0,1,3,0,0,0,1,920,1,3,0,0,0,0,,,652,572,15,44,,,,,,,88,,,High impact toughness of CT20 alloy induced by multi-factor coupling,28,常海峰,High impact toughness of CT20 alloy induced by multi-factor coupling,张闫,ct20
115,1,,93,3,3,1,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,0,1,3,0,0,0,1,920,1,2,0,0,0,0,,,659,587,20,55,,,,,,,118,,,High impact toughness of CT20 alloy induced by multi-factor coupling,28,常海峰,High impact toughness of CT20 alloy induced by multi-factor coupling,张闫,ct20
